Payment Audit structure,https://usthp-products.atlassian.net/wiki/spaces/IPLUSCore/pages/716734492/Audit+JSON+Structure+-+Payment+IB
Correspondence Audit Structure,https://usthp-products.atlassian.net/wiki/spaces/IPLUSCore/pages/904069180/Edifecs+-+Audit+Json+structure
Audit QueueApi Details,https://usthp-products.atlassian.net/browse/INTP-21280
