###,Description,Status
1,"Currently, the raw roasters are missing billing address details and its limits our ability to automate these roasters on a long term. BPaaS team to reach out to provider team to have them include the billing address details based on the group NPI/Tax ID used on the record",Pending with BPaaS Team
